id,sourceId,title,author,difficulty,popularity,about,startRow,startCol,startDirection,allowedCommands,slotsPerFunction,rows
catalog-791,791,Progressive Jackpot,beaza,3,31,,0,4,right,0,"[10, 10, 0, 0, 0]","[""    bbbbbbbbRGb "", ""              b "", ""bRRGGbbbbbbbbbb "", ""b               "", ""bbbbbbbbbRRRGGGb"", ""               b"", ""  bRRRRGGGGbbbbb"", ""  b             "", ""  bRRRRRGGGGGb  "", ""             b  "", ""RRRRRRGGGGGGbb  ""]"
catalog-1030,1030,Connecting blue ones,axelbrz,3,31,Resolve those flexible bypasses,2,0,right,0,"[4, 4, 5, 2, 0]","[""    grrrg  grrrg"", ""    r   r  r   r"", ""bBBBGB BGBBGB  r"", ""      B      B r"", ""grrg BGBGB B Grg"", ""r  r  B grrG B  "", ""r  r       B B  "", ""r  r grrrrrG B  "", ""r  r r     B Grg"", ""r BGBGB      B r"", ""r       BGBGB  r"", ""grrrrrrrrg grrrg""]"
catalog-1464,1464,Counting Corners,axorion,3,31,Don't count blue. Don't turn left.,0,0,right,0,"[3, 4, 2, 0, 0]","[""bbbbbbbbbbbbbbbr"", ""               b"", ""rbbbbbbbbbbbbr b"", ""b            b b"", ""b gbbbbbbbb  b b"", ""b b      rbr b b"", ""b b Bbbbbbbr b b"", ""b b      bg  b b"", ""b b          b b"", ""b rbbbbbbbbbbr b"", ""b              b"", ""rbbbbbbbbbbbbbbr""]"
catalog-1571,1571,Sweep & Crawl,kraker,3,31,,2,15,down,0,"[5, 5, 5, 0, 0]","[""rrrrrrrrbbrrrrrr"", ""rggggggggggggggr"", ""rg      gg    gr"", ""bgggggR gg Rgggb"", ""bgggggR gg Rgggb"", ""bgggggR gg Rgggb"", ""bgggggR RR Rgggb"", ""bggggR        gr"", ""bggggR RRRRRR gr"", ""rg     gggggg gr"", ""rggggggggggggggr"", ""rrrrrrrbbbbbbrrr""]"
catalog-1971,1971,Flower,siezer,2,62,,7,3,right,0,"[3, 3, 0, 0, 0]","[""   R   "", "" R b R "", ""RgbgbgR"", "" bg gb "", ""RgbgbgR"", "" R b R "", ""   b   "", ""   b   "", ""   B   ""]"
catalog-2732,2732,BlueBerry Picking,benjaminrr,3,31,,11,0,up,0,"[5, 6, 3, 0, 0]","[""B BB   B        "", ""g gg   grggggr  "", ""g gg   gg    g  "", ""g ggrgggggggrggB"", ""g grgggggggggrgB"", ""g ggg  gg   gg  "", ""g ggg rgggrggggB"", ""g ggg ggg g gg  "", ""grgggggggrgggggB"", ""ggggg ggggg gg  "", ""gggggrgggggrgggB"", ""gggggggggBBBBBB ""]"
catalog-4400,4400,Sokoban,dannythorne,3,31,Push the green crates onto the stars.,0,4,down,6,"[4, 4, 0, 0, 0]","[""bbbrbbbbbrbrrrbb"", ""bbbbbbbbbbbrbrbb"", ""bbbbgbbbbbb bbbb"", ""bbbbBbbbbbbgb rr"", ""rbgB Bgbbr Bbbbr"", ""rbbbBbrbrbbbbbrr"", ""rbbbgbbgbbbbbbbb"", ""bbbbbbb BbbbbbbB"", ""bbbbbbbbbbbbbbbb"", ""bbbbbbrbbbbbbbrb"", ""rbbbbrbbbbbbbbbb"", ""bbbbrbbbbbbrbbbb""]"
catalog-584,584,Boost Spiral,rafaelromao,3,247,"Boost on green, left on red and ...",0,0,down,0,"[4, 3, 2, 0, 0]","[""b               "", ""b rgbbbgbbbgbbbr"", ""b b            b"", ""b b rgbbbgbbbr g"", ""g b b        b b"", ""b g b Bgbbbr g b"", ""b b b      b b b"", ""b b bbbbgbbr b g"", ""g b          b b"", ""b bbbbgbbbgbbr b"", ""b              b"", ""rbbbgbbbgbbbgbbr""]"
catalog-285,285,The Skull,deepak,2,1754,,3,2,up,7,"[5, 0, 0, 0, 0]","[""RbbbR"", ""b B b"", ""RbgbR"", ""  b  "", "" b b "", ""  b  ""]"
catalog-714,714,Ups and Downs,snydej,2,92,,5,0,right,0,"[10, 10, 0, 0, 0]","[""              B "", ""B        B    G "", ""G  B  B  G    G "", ""G  G BG  G    G "", ""G  G GGB G   BG "", ""gRRGRGGGRGRRRGGR"", "" RR R   R RBR  R"", "" RB R   R R R  R"", "" R  R   B R R  B"", "" B  B     R R   "", ""          B R   "", ""            B   ""]"
catalog-425,425,Flip Flop,azrael,2,1786,"Left on green, right on green... wait, what?",5,10,down,0,"[4, 4, 0, 0, 0]","[""GbbbbbbbbbbbbbbG"", ""b     GbbbbbrbbG"", ""GbrbG b         "", ""    b b GbbbbbbG"", ""GbrbG b b      b"", ""b     b b b    b"", ""GbrbG b b GbbbbG"", ""    b b b       "", ""GbrbG b GbbbrbbG"", ""b     b        b"", ""GbrbG GbbbbbbbbG"", ""BbbbG           ""]"
catalog-391,391,Square,snydej,3,30,Red = Blue^2,0,0,down,0,"[10, 10, 5, 5, 0]","[""gBR          "", ""GBBRRRR      "", ""GBBBRRRRRRRRR"", ""GBBRRRR      "", ""GBR          "", ""GBBBRRRRRRRRR"", ""GBBBRRRRRRRRR"", ""GBR          "", ""GBR          "", ""GBBRRRR      "", ""GBBRRRR      "", ""GBBBRRRRRRRRR""]"
catalog-820,820,A tortuous path for one star 2,rafaelromao,3,30,,11,0,up,4,"[4, 5, 3, 3, 5]","[""      bbbbgbbbb"", ""bgb   g       b"", ""b b   brbgbb  b"", ""b b        b  b"", ""b b  bbgbb b  b"", ""b b  b   g g  g"", ""g b  g Bbb b  b"", ""b b  b     b  b"", ""b b  bbbgbbb  b"", ""b b           b"", ""b rbbbbbgbbbbbb"", ""b              ""]"
catalog-849,849,Airplane 2,rafaelromao,3,30,,0,3,right,4,"[2, 4, 0, 0, 0]","[""   bbbgbbb   "", ""     rbr     "", ""      b      "", ""      b      "", ""      b      "", ""GbgbgbgbgbgbG"", ""   b rbr b   "", ""      b      "", ""      b      ""]"
catalog-1124,1124,twirtel,style,3,30,,6,7,right,4,"[8, 8, 0, 0, 0]","[""G               "", ""b               "", ""b               "", ""b               "", ""RbbbbbbbbbbbbbbR"", ""b  GGGGbbRbbGGGR"", ""b      bbR     b"", ""b        G     b"", ""b              b"", ""b              b"", ""b              b"", ""B              G""]"
catalog-1127,1127,(A and B and C),beaza,3,30,,3,0,up,0,"[10, 10, 3, 3, 0]","[""G G GG  G  G    "", ""rbrbrrrbrrbr    "", ""rbrrrrbbrrrr    "", ""rrrrrrbbrbbrg   "", ""            rrrG"", ""Grrr        brb "", "" rbr        rrrG"", ""Grrr        rbb "", ""   grrbrrrrbg   "", ""    rrbbrrrr    "", ""    rrbrrbrr    "", ""    GG  G G     ""]"
catalog-1982,1982,Turnif,ebusiness,2,30,Hard edition available,1,0,right,0,"[10, 10, 0, 0, 0]","[""   g      g  r "", ""gGGBGGGGGGBGGB "", ""             G "", ""   g      r  G "", "" rBBGGGGGGB  G "", ""  G       G  G "", ""  G       Bg G "", ""  G       G  G "", ""  BBGGGGGGBGGBr"", ""  rg      G    "", ""          G    ""]"
catalog-2471,2471,Two ways,anton_s,3,30,,4,6,right,0,"[8, 0, 0, 0, 0]","[""RRRBBBBBBBBBRR"", ""R            R"", ""RRBBBBBBBG   R"", ""         G   B"", ""RBBBBBbBBG   B"", ""         G   B"", ""RRRBBBBBBG   B"", ""R            R"", ""RRBBBBBBBBBRRR""]"
catalog-3109,3109,Pave Your Way II,kraker,2,30,,10,0,right,1,"[4, 4, 4, 4, 0]","[""  BbbbbbrbbbbbB"", ""  b     B     b"", ""  b BbbbbbbbB b"", ""  b b   B   b b"", ""  rBbBbbbbb b b"", ""  b b  B  bBbBr"", ""  b BbbbbbB b b"", ""  b    B    b b"", ""  BbbbbbbbbbB b"", ""       B      b"", ""bbbbbbbrbbbbbbB""]"
catalog-152,152,Tree,snydej,4,118,Colors and recursion,11,7,up,0,"[10, 0, 0, 0, 0]","[""R   R RgbbRbbbgR"", ""b   b  b      b "", ""gbgbg  gbbbbgbg "", ""b b R RgbR  b R "", ""b b         b   "", ""b gbbbbgbbbbg R "", ""b b    b    b b "", ""b bRbgRb  R b b "", ""R b  b b  gbgbg "", ""  b  b b  b   b "", "" Rgbbg b RgbbbbR"", ""     R b      R ""]"
catalog-695,695,Going to Oz,beaza,2,59,Follow the yellow... err green... err red brick road.,10,1,right,0,"[10, 0, 0, 0, 0]","["" bGGGGGGGb bbb  "", "" bGbbbbbGb RRbbb"", "" bGGGb bGb bRRRb"", ""bbbbGb bGb bbbRb"", ""bGGGGb bGbbRRRRb"", ""bGbbbb bGbbRbbbb"", ""bGbbbb bRbbRbbbb"", ""bGGGbb bRbbRRRRb"", ""bbbGGGbbRbbbbbRb"", ""bbbbbGbbRRRb bRb"", ""bgGGGGbbbbRbbbRb"", ""bbbbbbb  bRRRRRb""]"
catalog-94,94,Treasure Hunters,evko,3,235,"Variation on ""Reflection"" theme",5,0,up,0,"[6, 0, 0, 0, 0]","["" rgggr BBB "", ""rggr g BBBB"", ""gg g g B BB"", ""grgr g BBBB"", ""g    g    B"", ""r    BBBBBB""]"
catalog-74,74,Knight,stingray,2,348,,6,1,up,0,"[8, 0, 0, 0, 0]","[""        bgbb  "", ""bgbb    b  bbb"", ""b  bbb  g    B"", ""g    g  bbr   "", ""bbr  b   b    "", "" b  rbb bb    "", "" b    bbb     "", ""        r     ""]"
catalog-175,175,Growth,recursive,4,29,Expanding perimeter,5,4,right,1,"[5, 5, 0, 0, 0]","[""gg  BB  gg"", ""g  BBBB  g"", ""  BBBBBB  "", "" BBBBBBBB "", ""BBBBBBBBBB"", ""BBBBbBBBBB"", "" BBBBBBBB "", ""  BBBBBB  "", ""g  BBBB  g"", ""gg  BB  gg""]"
catalog-258,258,Stack Magic,snydej,4,29,,11,0,right,0,"[10, 10, 5, 5, 0]","[""RRRRRRRRRRRRR   "", ""           BB   "", ""RRRR  RRRRRBB RR"", ""R  B RRRR bBB RG"", ""R  B RR B BBB RB"", ""R  G RR B BBB RB"", ""R  B RRRG GBB RB"", ""RR B    B BBB RB"", ""   BRRR B BBB RB"", ""   BR B G BBB RB"", ""   G  G B GBB RB"", ""bBBRBBRBRBRRRBBR""]"
catalog-414,414,Archimedean Spiral,snydej,4,29,,11,0,right,4,"[10, 10, 10, 0, 0]","["" BBBBBBBBBBB"", "" B         B"", "" B BBBBBBB B"", "" B B     B B"", "" B B BBB B B"", "" B B B B B B"", "" B B   B B B"", "" B BBBBB B B"", "" B       B B"", "" BBBBBBBBB B"", ""           B"", ""grrrrrrrrrrg""]"
catalog-640,640,Star Striped,bahkoo,3,29,,11,0,right,0,"[2, 3, 3, 0, 0]","[""           bbBb"", ""          bbbbb"", ""         bbbbBb"", ""        BbbbBr "", ""       bbbbbb  "", ""      bbbbbb   "", ""     bbbBbb    "", ""    BbbBrb     "", ""   bbbbbb      "", ""  bbBbbb       "", "" BbBrbb        "", ""brbbbb         ""]"
catalog-741,741,Grand Prix VIII,beaza,3,29,"Race your car two laps to the finish, then pit stop",1,8,right,0,"[4, 4, 4, 0, 0]","[""    RBBBR       "", ""   RGGRGbBBBBBR "", ""  RGGB BGGRRRGB "", "" RGGB   r    RGR"", ""RGGB    r    BGB"", ""BGB     bG    RB"", ""BR            RB"", ""BGB           RB"", ""RGGRRB       BGB"", "" RBBGGB     BGGR"", ""    RGGRRRRRGGR "", ""     RBBBBBBBR  ""]"
catalog-2099,2099,Omission ?,kraker,2,29,can't remember to have seen this,2,0,right,0,"[2, 3, 3, 0, 0]","[""BBB"", ""BBB"", ""bBB""]"
catalog-2906,2906,Simple Programming,d0td0td0t,3,29,Just think straight forward.,9,0,right,2,"[5, 5, 6, 7, 5]","[""      bB      "", ""    R bgggRR  "", ""    gRbgggggRR"", ""    ggbgggggRR"", "" R RggbggggRR "", "" gRgggbgggggRR"", "" gggggbgggRR  "", "" gggggbgggggRR"", "" gggggbgggRR  "", ""bbbbbbbB      ""]"
catalog-2992,2992,The Rotator,zetar,2,29,,3,5,down,4,"[4, 4, 0, 0, 0]","[""    gbbg      "", "" gbbg  b  rbbr"", "" b     b  b  b"", "" b   g gg b  b"", "" b   b  b b  b"", ""Bb   b  b b  b"", ""bb   gbbg b  b"", ""bb        b  b"", ""bgbbbgbbbbr  b"", ""b            b"", ""gbbrbbbbbbbbbg""]"
catalog-4605,4605,Marked Bridges,qinn,3,29,,6,0,up,0,"[10, 5, 0, 0, 0]","[""r r r r r r r r "", ""b b b gBb b b b "", ""b gBb b b b b b "", ""b b b b b b b b "", ""b b b b b b b gB"", ""b b b b gBgBb b "", ""gBb b b b b b b "", ""b b b b b b b b "", ""b b b b b b b b "", ""b b gBb b b b b "", ""b b b b b b gBb "", ""r r r r r r r r ""]"
catalog-14955,14955,Level 17,faleite,3,29,Nave,11,1,left,0,"[5, 5, 0, 0, 0]","[""GBBBBBBBBBBBBr"", ""GBBBBBBBBBBB  "", ""GBBBBBBBBBBr  "", ""GBBBBBBBBBr   "", ""GBBBBBBBBr    "", ""GBBBBBBBr     "", ""GBBBBBBr      "", ""GBBBBBr       "", ""GBBBBr        "", ""GBBBr         "", ""GBBr          "", ""Gbr           ""]"
catalog-470,470,Jagged Edge,fatbuddha,3,229,One function should be enough for anybody,1,0,up,0,"[10, 0, 0, 0, 0]","["" R      R      R"", ""rg RR R gR  R  g"", ""ggRgg gRgg  g Rg"", ""gggggRggggR gRgg"", ""ggggggggggg gggg"", ""gggggggggggRgggg"", ""gggggggggggggggg"", ""gggggggggggggggg"", ""gggggggggggggggg"", ""gggggggggggggggg""]"
catalog-398,398,Jekyll and Hyde,cybermg,3,428,There's a method to the madness,9,0,right,0,"[7, 0, 0, 0, 0]","[""rgggggr  rbbr"", ""g     g  b  b"", ""g     g  b  b"", ""g Ggggr  b  b"", ""g        g  b"", ""g        g  b"", ""rggggggggr  b"", ""            b"", ""            b"", ""bbbbbbbbbbbbr""]"
catalog-1347,1347,Coilgun,dogsonofawolf,2,57,Wind-up and release.,2,1,right,0,"[3, 5, 0, 0, 0]","[""rBBBBBBBBBBBBBBB"", ""g rr           B"", ""rggr           B"", ""  rr            ""]"
catalog-311,311,Follow directions II,snydej,4,113,"Red is left, Green is right",9,0,right,0,"[5, 5, 5, 0, 0]","[""   GBBG         "", ""      B         "", "" GBBBBG GBBBBBBG"", "" B      B      B"", "" B      GBBG   B"", "" B         GBG B"", "" GBBBBBBBG   B B"", ""         GBBBG B"", ""               B"", ""bGRRGGRGGGRGRRRB""]"
catalog-639,639,Information Gathering,snydej,4,28,,5,7,up,4,"[10, 10, 0, 0, 0]","[""  GGGGGB BGGG  "", ""  G    G    G  "", ""GGGGGB G  BGGGG"", ""G G  G G  G G G"", ""G BGGG G  GGB G"", ""G      r      G"", ""G GGB  G BGGG G"", ""G G G  G G  G G"", ""BGGGG  G GGGGGB"", ""  G    G    G  "", ""  BGGG GGGGGB  ""]"
catalog-1363,1363,Windmills of your mind,kraker,3,28,"Expanding ""two triangles"" (254)",8,6,down,1,"[10, 5, 5, 5, 0]","[""      RBBBBBBBB"", ""      BBBBBBBB "", ""B     BBBBBBB  "", ""BB    BBBBBB   "", ""BBB   BBBBB    "", ""BBBB  BBBB     "", ""BBBBB BBB      "", ""BBBBBBBB       "", ""RBBBBBgBBR     "", ""     BBBBB     "", ""    BBB BB     "", ""   BBBR  B     ""]"
catalog-1441,1441,Simple instructions VI,mcfig,3,28,,1,1,right,0,"[4, 4, 3, 0, 0]","[""  B "", ""BbbB"", ""  B ""]"
catalog-1617,1617,Left on Invisible Green,katy,3,28,,6,6,right,2,"[5, 10, 5, 5, 0]","[""bbbbbbbbbbbb"", ""b          b"", ""b bbbbbbbb b"", ""b b      b b"", ""b b bbbb b b"", ""b b b  b b b"", ""b b b bb b b"", ""b b b    b b"", ""b b bbbbbb b"", ""b b        b"", ""B bbbbbbbbbb""]"
catalog-2624,2624,A very strange cross,anton_s,2,28,,5,5,right,0,"[6, 3, 3, 5, 0]","["" B BgB     "", "" g g g BggB"", "" g g g g   "", "" BgB g BggB"", ""     g    g"", ""BggggrggggB"", ""g    g     "", ""BggB g BgB "", ""   g g g g "", ""BggB g g g "", ""     BgB B ""]"
catalog-2812,2812,Code strip,kraker,3,28,if green yes,11,0,up,6,"[10, 6, 6, 6, 6]","[""g          B"", ""g         Bb"", ""g        Bbb"", ""B        bbb"", ""g      B bbb"", ""B      b bbb"", ""B      b bbb"", ""B      b bbb"", ""g  B   b bbb"", ""g Bb   b bbb"", ""B bb   b bbb"", ""rbbbbbbbbbbb""]"
catalog-2991,2991,Doris,zetar,3,28,,11,0,right,0,"[6, 10, 5, 0, 0]","[""              gg"", ""              bg"", ""              bg"", ""              bg"", ""              bg"", ""  ggg    ggg  bg"", ""  bgb    bgb  bg"", ""  bgb    bgb  bg"", ""  bRb gggbgb  bg"", ""  b b bRbbgb  bg"", ""  b b b bbRb  bg"", ""bbr bbr br bbbrR""]"
catalog-4039,4039,Borrowed Stack,axorion,3,28,Roses are pushed violets are popped.,0,0,right,0,"[4, 1, 3, 1, 3]","[""rrrrrrrbbbbbbbb"", ""              r"", ""bbbbrrrrrrbbb r"", ""b           r r"", ""r bbbbrrrrb r r"", ""r r       r r r"", ""r r Bbbbbbb b b"", ""r b         b b"", ""b brrrrrbbbbb b"", ""b             b"", ""bbbbbbrrrrrrrbb""]"
catalog-4323,4323,Elementary,axorion,3,28,A textbook solution,0,4,right,0,"[5, 5, 5, 5, 0]","[""  B bbbbbbbbbbbr"", ""  b     b    b b"", ""  b     b B  b g"", ""  b     b b  b b"", ""  g rbB b b  b b"", ""  b b   b rbbb b"", ""  rbbbbbb    b b"", ""        b  B b g"", ""Bbbbbbgbr  b b b"", ""           rbb b"", ""             b b"", ""  Bbbbbgbbbgbr B""]"
catalog-41,41,The windmill,poiuy,2,2015,,4,4,right,0,"[7, 7, 0, 0, 0]","[""     B   "", ""     b   "", ""    bb   "", ""Bbb b    "", ""  bbrbb  "", ""    b bbB"", ""   bb    "", ""   b     "", ""   B     ""]"
catalog-526,526,Bumpin' around,rainault,3,164,All tiles should be blue when you finish the level.,4,7,right,5,"[4, 3, 2, 0, 0]","[""RbR GbR   RbbbR"", ""b b b b   b   b"", ""RbbbbbR   b   b"", ""  b b     b   b"", ""  b GbbbbbGbbbR"", ""  b b     b    "", ""  b b     b    "", ""  b b     b    "", ""GbRbGbbbbbG    "", ""b   b     b    "", ""RbbbR     B    ""]"
catalog-634,634,mountains,timotheeee,2,3759,,11,0,up,0,"[5, 5, 0, 0, 0]","[""rbr rbr rbr rbr "", ""b g b g b g b g "", ""b g b g b g b g "", ""b g b g b g b g "", ""b g b g b g b g "", ""b g b g b g b g "", ""b g b g b g b g "", ""b g b g b g b g "", ""b g b g b g b g "", ""b g b g b g b g "", ""b g b g b g b g "", ""b rgr rgr rgr rG""]"
catalog-91,91,Dangerous Maze,recursive,5,27,"Explore the whole maze, but watch out for potholes!",11,8,up,0,"[10, 10, 10, 5, 0]","["" GGG      GGG   "", ""GBBBGGGG GBBBGG "", ""GBG GBBBG  GBBBG"", ""GBG G GBBG GBG  "", ""GBGGBGGGBGGGBGG "", ""GBGGBBBGBGBBBBBG"", ""GBGGBG GBG   GBG"", ""GBBBBBGGBGGGGBBG"", "" GBG   GBBBBGBG "", ""GBBGG GGBG  GBBG"", ""GBGGBGBGBGGGGGBG"", ""GBBBBBBBbBBBBBBG""]"
catalog-274,274,Symmetry II,snydej,4,27,,11,7,up,0,"[5, 10, 10, 0, 0]","[""brrrrrrbBBBBBBB"", ""       g       "", "" grrrrrbBBBBBB "", "" r     g     B "", ""brrg grbBB BBBB"", "" r r r g B B B "", "" grg b g B BBB "", ""       g       "", ""grrrrrrbBBBBBBB"", ""r      g      B"", ""grb brrbBBB BBB"", ""       g       ""]"
catalog-407,407,cubicles,wallacoloo,3,27,the only thing that matters is the first corner.,0,0,up,4,"[10, 10, 3, 0, 0]","[""bbGbGbB   BbGbB"", ""b b b b   b b b"", ""BbBbBbG   GbBbG"", ""    b b   b b b"", ""  BbBbG BbRbRbG"", ""  b b b b b g g"", ""BbRbGbB GbB RrG"", ""b b     b b r r"", ""BbRbGbGbRbB GgG"", ""  b b b b   g g"", ""  BbBbBbB   GgG"", ""              G""]"
catalog-735,735,Obstructions II,snydej,3,27,,0,15,left,0,"[5, 10, 0, 0, 0]","[""RBBBBBBBBBBBBBBb"", ""RBBBBBBBBBBBBBBB"", ""RBBBBBBBR       "", ""RBBBBBBBBBBR    "", ""RBBBBBBR        "", ""RBBBBBBBBBBBBR  "", ""RBBBBBBBBBBBBBBB"", ""RBBBBBBBBBBBBBBB"", ""RBBBBBBBBBR     "", ""RBBBBBBBBBBBBBBB"", ""RBBBBBR         "", ""RBBBBBBBBBBBBBBB""]"
catalog-746,746,Waterfalls,markbyers,3,27,,0,1,down,0,"[10, 10, 0, 0, 0]","["" b             "", ""gBBBBBBBBBB    "", ""ggggggggggB    "", ""          B    "", ""          B    "", ""       BBBBBBBg"", ""   BBBBBggggggg"", ""   Bggggg      "", ""   B           "", ""   B           "", "" gBBBBBBBBBB   "", "" ggggggggggB   ""]"
catalog-915,915,Stargate,karby,3,27,How to slice the circle?,11,8,right,0,"[2, 5, 5, 5, 0]","[""     bBb     "", ""   bBb bBb   "", ""  Bb     bB  "", "" bb       bb "", "" B         B "", ""bb         bb"", ""B           B"", ""bb         bb"", "" B         B "", "" bb       bb "", ""  Bb     bB  "", ""   bBb bbb   ""]"
catalog-1126,1126,(A or B or C),beaza,3,27,,3,0,up,0,"[10, 10, 0, 0, 0]","[""G GG  G   GG    "", ""bbrbbbrbbbrb    "", ""bbbrbbbbbbrb    "", ""rbbbbbrbbbbrg   "", ""            rrrG"", ""Gbrr        bbb "", "" bbb        bbrG"", ""Gbrb        bbb "", ""   gbbrbbbbrg   "", ""    rbbbbrbr    "", ""    rbrbbbbb    "", ""    G G  G G    ""]"
catalog-1366,1366,Two basic techniques needed,kraker,3,27,Hint is in the stars on blue,11,7,up,2,"[4, 6, 6, 0, 0]","[""RbbbR      G    "", ""b   b  BbbbbbbbB"", ""b   b  BbbbbbbbB"", ""b   b      b    "", ""b G b RR   b    "", ""bBbBb RbbbbR    "", ""bBbBR  b        "", ""RbbbbbbR        "", "" RbbbbbbbbbR    "", "" bb        b    "", "" bbBbbbbbbBb    "", "" RRBbbbbbbBR    ""]"
catalog-1877,1877,Two stacks,lendesg,2,27,first stack in F2 and second stack in F3,11,0,right,0,"[2, 7, 5, 0, 0]","[""          BbBbB "", ""          b r b "", ""      GbbGBbrbB "", ""      b  b  r   "", ""      b  b  r   "", ""      R  BbbB   "", ""      b  b  b   "", ""      b  b  b   "", ""      GbbG  GbbB"", ""               b"", ""               b"", ""rrrrrrrrrrrrbbbB""]"
catalog-2034,2034,Flight through the void,vincent,3,27,Avoid the void...,1,3,right,0,"[9, 0, 0, 0, 0]","[""bbbbbbbbbbbbbg"", ""B BbBBBBBBBBBg"", ""bbbbbbbbbbbbbg""]"
catalog-2071,2071,one,onqt,2,27,one what ?,2,6,right,0,"[6, 3, 3, 0, 0]","[""bbb bbbbgbb"", ""b b b     b"", ""b g g bbb g"", ""b b b   b b"", ""g B bbbbb b"", ""b         b"", ""bbrbbbgbgbb""]"
catalog-2829,2829,Whirling Dervishes ,kraker,3,27,whirl your way up and down,10,1,right,1,"[2, 5, 0, 0, 0]","[""          R"", ""         gb"", ""         br"", ""         bb"", ""   gbgbbbgb"", "" rbbr     b"", "" b     rbbr"", "" bgbbbgbg  "", "" bb        "", "" rb        "", ""Rbg        ""]"
catalog-3027,3027,The L,yaxlat,3,27,TurnStacker,6,2,right,0,"[3, 3, 0, 0, 0]","[""G    "", ""b    "", ""b    "", ""b    "", ""b    "", ""b    "", ""GbbbG""]"
catalog-4837,4837,Eel,shaggy12,2,27,,11,10,right,7,"[10, 0, 0, 0, 0]","[""Br          "", "" rr         "", ""  rr        "", ""   rr       "", ""    rr      "", ""     rr     "", ""      rr    "", ""       rr   "", ""        rr  "", ""         rr "", ""          rR"", ""          rR""]"
catalog-14010,14010,group1,bli62,2,54,,5,0,right,0,"[6, 0, 0, 0, 0]","[""     R     "", ""    bbb    "", ""   bb bb   "", ""  bb   bb  "", "" bb     bb "", ""bb       bR"", "" bb     bb "", ""  bb   bb  "", ""   bb bb   "", ""    bbb    "", ""     R     ""]"
catalog-204,204,Let the lines guide you,igoro,2,1147,An easy puzzle for once ;-),9,0,right,0,"[5, 5, 0, 0, 0]","[""GBBBBBBBBBBBBG"", ""BGBBBBBBBBBBGB"", ""BBGBBBBBBBBGBB"", ""BBBGBBBBBBGBBB"", ""BBBBGBBBBGBBBB"", ""BBBBRBBBBGBBBB"", ""BBBRBBBBBBGBBB"", ""BBRBBBBBBBBGBB"", ""BRBBBBBBBBBBGB"", ""rBBBBBBBBBBBBG""]"
catalog-410,410,black windows,matush,3,319,paint your way,4,8,right,7,"[8, 0, 0, 0, 0]","[""BbBbBbBbBbBbB"", ""b   b   b   b"", ""B   B   B   B"", ""b   b   b   b"", ""BbBbBbBbbbBbB""]"
catalog-2699,2699,Only a square,anton_s,2,53,,4,8,left,2,"[6, 0, 0, 0, 0]","[""BBRBB      "", ""B   B      "", ""R BBRBB    "", ""B B   B    "", ""BBR BBRBb  "", ""  B B   B  "", ""  BBR   RBB"", ""    B   B B"", ""    BBRBB R"", ""      B   B"", ""      BBRBB""]"
catalog-168,168,Simple flattening,prudnikoff,2,2008,,0,7,right,4,"[5, 0, 0, 0, 0]","[""RgbrgbrgbrgbrgbR""]"
catalog-87,87,Red run,,3,286,All work and no play...,0,0,right,0,"[5, 3, 0, 0, 0]","[""bbbbbbbgggggggg"", ""             b "", ""             b "", ""   g         b "", ""   gbbbgggg  b "", ""   g     b   b "", ""   g    Rg   g "", ""   b     g   g "", ""   b         g "", ""   b         g "", ""  ggggggbbbbbg "", ""             g ""]"
catalog-226,226,"The Big ""H""",wallacoloo,4,26,skip & return,5,2,right,0,"[5, 4, 4, 0, 0]","[""B   B"", ""g   g"", ""b   b"", ""b   b"", ""bb bb"", ""rbbbr"", ""bb bb"", ""b   b"", ""b   b"", ""g   g"", ""B   B""]"
catalog-465,465,Majority Rule,markbyers,3,26,,0,0,right,0,"[10, 5, 5, 5, 0]","[""bbbbgrrB B      "", ""       b b BggrB"", ""BgrgbB b b b   g"", ""b    r b b r   g"", ""g    g g BrrgB g"", ""g    g g   r r b"", ""r    BgrrbbB g b"", ""BrgrB  BbbbbrggB"", ""    g        b  "", ""    g        b  "", ""    g        b  "", ""    BbbbbbgrgB  ""]"
catalog-978,978,learning stack,timotheeee,3,26,,5,0,right,2,"[9, 2, 0, 0, 0]","[""     BB         "", ""      BB        "", ""       BB       "", ""        BB  BGB "", ""         BBBB BB"", ""bBBBBBBBBBRB   G"", ""         bbBB BB"", ""        bb  BGB "", ""       bb       "", ""      bb        "", ""     bb         ""]"
catalog-1128,1128,(A xor B),beaza,3,26,,2,0,up,0,"[5, 5, 10, 0, 0]","[""G GG G   G GG   "", ""brrbbrbrrbbrr   "", ""bbrbrrrbbbrrrg  "", ""             rrG"", ""   GGG GG    br "", ""   brbrbr    bbG"", ""  gbrbbbrg   rrG"", "" br      bbG br "", ""Grr          rb "", ""  gbrrrbrbbbrg  "", ""   brbbrbbbrr   "", ""   GG    GG G   ""]"
catalog-2016,2016,Spiral 2,benjaminrr,3,26,,8,0,up,0,"[4, 5, 0, 0, 0]","[""rbbbbbbbr B"", ""b       b b"", ""b bbbbb b b"", ""b b   b b b"", ""b b rrb b b"", ""b b b   b b"", ""b b rbbbr b"", ""b b       b"", ""b bbbbbbbbb""]"
